Entity,Code,Day,total_distributed
New Hampshire,,2021-03-23,669085
New Hampshire,,2021-03-24,680185
New Hampshire,,2021-03-25,710345
New Hampshire,,2021-03-26,714985
New Hampshire,,2021-03-27,743355
New Hampshire,,2021-03-28,743355
New Hampshire,,2021-03-29,743355
New Hampshire,,2021-03-30,768055
New Hampshire,,2021-03-31,788755
New Hampshire,,2021-04-01,818075
New Hampshire,,2021-04-02,828725
New Hampshire,,2021-04-03,843385
New Hampshire,,2021-04-04,843385
New Hampshire,,2021-04-05,843385
New Hampshire,,2021-04-06,886415
New Hampshire,,2021-04-07,923665
New Hampshire,,2021-04-08,948915
New Hampshire,,2021-04-09,964805
New Hampshire,,2021-04-10,1003555
New Hampshire,,2021-04-11,1003555
New Hampshire,,2021-04-12,1003555
New Hampshire,,2021-04-13,1025105
New Hampshire,,2021-04-14,1039375
New Hampshire,,2021-04-15,1066805
New Hampshire,,2021-04-16,1082445
New Hampshire,,2021-04-17,1096375
New Hampshire,,2021-04-18,1096375
New Hampshire,,2021-04-19,1096375
New Hampshire,,2021-04-20,1141155
New Hampshire,,2021-04-21,1157055
New Hampshire,,2021-04-22,1181245
New Hampshire,,2021-04-23,1187515
New Hampshire,,2021-04-24,1227615
New Hampshire,,2021-04-25,1227615
New Hampshire,,2021-04-26,1227615
New Hampshire,,2021-04-27,1249845
New Hampshire,,2021-04-28,1264745
New Hampshire,,2021-04-29,1302765
New Hampshire,,2021-04-30,1304835
New Hampshire,,2021-05-01,1331925
New Hampshire,,2021-05-02,1331925
New Hampshire,,2021-05-03,1331925
New Hampshire,,2021-05-04,1353385
New Hampshire,,2021-05-05,1364485
New Hampshire,,2021-05-06,1391005
New Hampshire,,2021-05-07,1397885
New Hampshire,,2021-05-08,1422785
New Hampshire,,2021-05-09,1422785
New Hampshire,,2021-05-10,1422785
New Hampshire,,2021-05-11,1451135
New Hampshire,,2021-05-12,1478845
New Hampshire,,2021-05-13,1503825
New Hampshire,,2021-05-14,1513425
New Hampshire,,2021-05-15,1524445
New Hampshire,,2021-05-16,1524445
New Hampshire,,2021-05-17,1524445
New Hampshire,,2021-05-18,1524585
New Hampshire,,2021-05-19,1568765
New Hampshire,,2021-05-20,1591435
New Hampshire,,2021-05-21,1610365
New Hampshire,,2021-05-22,1644425
New Hampshire,,2021-05-23,1644425
New Hampshire,,2021-05-24,1644425
New Hampshire,,2021-05-25,1665685
New Hampshire,,2021-05-26,1686955
New Hampshire,,2021-05-27,1708275
New Hampshire,,2021-05-28,1720855
New Hampshire,,2021-05-29,1737915
New Hampshire,,2021-05-30,1737915
New Hampshire,,2021-06-01,1737915
New Hampshire,,2021-06-02,1743765
New Hampshire,,2021-06-03,1746265
New Hampshire,,2021-06-04,1751025
New Hampshire,,2021-06-05,1763055
New Hampshire,,2021-06-06,1763055
New Hampshire,,2021-06-07,1763055
New Hampshire,,2021-06-08,1765695
New Hampshire,,2021-06-09,1767745
New Hampshire,,2021-06-10,1771865
New Hampshire,,2021-06-11,1775605
New Hampshire,,2021-06-12,1781735
New Hampshire,,2021-06-13,1781735
New Hampshire,,2021-06-14,1781735
New Hampshire,,2021-06-15,1786515
New Hampshire,,2021-06-16,1786515
New Hampshire,,2021-06-17,1803290
New Hampshire,,2021-06-18,1803430
New Hampshire,,2021-06-19,1806250
New Hampshire,,2021-06-20,1806250
New Hampshire,,2021-06-21,1806250
New Hampshire,,2021-06-22,1813270
New Jersey,,2021-01-12,654900
New Jersey,,2021-01-13,654900
New Jersey,,2021-01-14,658800
New Jersey,,2021-01-15,658800
New Jersey,,2021-01-19,658800
New Jersey,,2021-01-20,898550
New Jersey,,2021-01-21,923300
New Jersey,,2021-01-22,951875
New Jersey,,2021-01-23,989900
New Jersey,,2021-01-24,989900
New Jersey,,2021-01-25,989900
New Jersey,,2021-01-26,1091400
New Jersey,,2021-01-27,1207100
New Jersey,,2021-01-28,1230550
New Jersey,,2021-01-29,1231525
New Jersey,,2021-01-30,1232525
New Jersey,,2021-01-31,1232525
New Jersey,,2021-02-01,1232525
New Jersey,,2021-02-02,1235350
New Jersey,,2021-02-03,1252250
New Jersey,,2021-02-04,1433750
New Jersey,,2021-02-05,1435750
New Jersey,,2021-02-06,1480825
New Jersey,,2021-02-07,1480825
New Jersey,,2021-02-08,1480825
New Jersey,,2021-02-09,1480825
New Jersey,,2021-02-10,1688975
New Jersey,,2021-02-11,1770250
New Jersey,,2021-02-12,1773525
New Jersey,,2021-02-13,1775575
New Jersey,,2021-02-14,1776775
New Jersey,,2021-02-16,1790200
New Jersey,,2021-02-17,1790200
New Jersey,,2021-02-18,1790200
New Jersey,,2021-02-19,1809900
New Jersey,,2021-02-20,1809900
New Jersey,,2021-02-21,1917150
New Jersey,,2021-02-22,1917150
New Jersey,,2021-02-23,2114690
New Jersey,,2021-02-24,2297580
New Jersey,,2021-02-25,2476620
New Jersey,,2021-02-26,2479720
New Jersey,,2021-02-27,2508320
New Jersey,,2021-02-28,2508320
New Jersey,,2021-03-01,2508320
New Jersey,,2021-03-02,2618060
New Jersey,,2021-03-03,2780910
New Jersey,,2021-03-04,2783610
New Jersey,,2021-03-05,2938890
New Jersey,,2021-03-06,3070400
New Jersey,,2021-03-07,3070400
New Jersey,,2021-03-08,3070400
New Jersey,,2021-03-09,3161120
New Jersey,,2021-03-10,3302940
New Jersey,,2021-03-11,3402540
New Jersey,,2021-03-12,3517135
New Jersey,,2021-03-13,3577765
New Jersey,,2021-03-14,3577765
New Jersey,,2021-03-15,3577765
New Jersey,,2021-03-16,3656595
New Jersey,,2021-03-17,3878855
New Jersey,,2021-03-18,4058035
New Jersey,,2021-03-19,4087515
New Jersey,,2021-03-20,4147575
New Jersey,,2021-03-21,4147575
New Jersey,,2021-03-22,4147575
New Jersey,,2021-03-23,4217315
New Jersey,,2021-03-24,4419385
New Jersey,,2021-03-25,4684665
New Jersey,,2021-03-26,4745885
New Jersey,,2021-03-27,4794085
New Jersey,,2021-03-28,4794085
New Jersey,,2021-03-29,4794085
New Jersey,,2021-03-30,4856725
New Jersey,,2021-03-31,5236605
New Jersey,,2021-04-01,5419345
New Jersey,,2021-04-02,5450855
New Jersey,,2021-04-03,5517655
New Jersey,,2021-04-04,5517655
New Jersey,,2021-04-05,5517655
New Jersey,,2021-04-06,5648815
New Jersey,,2021-04-07,5995935
New Jersey,,2021-04-08,6172285
New Jersey,,2021-04-09,6243165
New Jersey,,2021-04-10,6362455
New Jersey,,2021-04-11,6362455
New Jersey,,2021-04-12,6362455
New Jersey,,2021-04-13,6619975
New Jersey,,2021-04-14,6636645
New Jersey,,2021-04-15,6902305
New Jersey,,2021-04-16,6966065
New Jersey,,2021-04-17,7169475
New Jersey,,2021-04-18,7169475
New Jersey,,2021-04-19,7169475
New Jersey,,2021-04-20,7429225
New Jersey,,2021-04-21,7444665
New Jersey,,2021-04-22,7729345
New Jersey,,2021-04-23,7823305
New Jersey,,2021-04-24,7963795
New Jersey,,2021-04-25,7963795
New Jersey,,2021-04-26,7963795
New Jersey,,2021-04-27,8200165
New Jersey,,2021-04-28,8296605
New Jersey,,2021-04-29,8501525
New Jersey,,2021-04-30,8623605
New Jersey,,2021-05-01,8769795
New Jersey,,2021-05-02,8769895
New Jersey,,2021-05-03,8769895
New Jersey,,2021-05-04,9006975
New Jersey,,2021-05-05,9119785
New Jersey,,2021-05-06,9329435
New Jersey,,2021-05-07,9378655
New Jersey,,2021-05-08,9490755
New Jersey,,2021-05-09,9490755
New Jersey,,2021-05-10,9490755
New Jersey,,2021-05-11,9570595
New Jersey,,2021-05-12,9752805
New Jersey,,2021-05-13,9932665
New Jersey,,2021-05-14,10005875
New Jersey,,2021-05-15,10138285
New Jersey,,2021-05-16,10138285
New Jersey,,2021-05-17,10138285
New Jersey,,2021-05-18,10192505
New Jersey,,2021-05-19,10294265
New Jersey,,2021-05-20,10508565
New Jersey,,2021-05-21,10652665
New Jersey,,2021-05-22,10712655
New Jersey,,2021-05-23,10712655
New Jersey,,2021-05-24,10712655
New Jersey,,2021-05-25,10731555
New Jersey,,2021-05-26,10738395
New Jersey,,2021-05-27,10791275
New Jersey,,2021-05-28,10816735
New Jersey,,2021-05-29,10967205
New Jersey,,2021-05-30,10967005
New Jersey,,2021-06-01,10967005
New Jersey,,2021-06-02,10979875
New Jersey,,2021-06-03,11020665
New Jersey,,2021-06-04,11057295
New Jersey,,2021-06-05,11166665
New Jersey,,2021-06-06,11166665
New Jersey,,2021-06-07,11166665
New Jersey,,2021-06-08,11178885
New Jersey,,2021-06-09,11185575
New Jersey,,2021-06-10,11206255
New Jersey,,2021-06-11,11248765
New Jersey,,2021-06-12,11300805
New Jersey,,2021-06-13,11300805
New Jersey,,2021-06-14,11300805
New Jersey,,2021-06-15,11307205
New Jersey,,2021-06-16,11308045
New Jersey,,2021-06-17,11338785
New Jersey,,2021-06-18,11368015
New Jersey,,2021-06-19,11412635
New Jersey,,2021-06-20,11412635
New Jersey,,2021-06-21,11412635
New Jersey,,2021-06-22,11420875
New Mexico,,2021-01-12,177075
New Mexico,,2021-01-13,199525
New Mexico,,2021-01-14,204750
New Mexico,,2021-01-15,204750
New Mexico,,2021-01-19,204750
New Mexico,,2021-01-20,225850
New Mexico,,2021-01-21,237725
New Mexico,,2021-01-22,248300
New Mexico,,2021-01-23,257075
New Mexico,,2021-01-24,257075
New Mexico,,2021-01-25,257075
New Mexico,,2021-01-26,270725
New Mexico,,2021-01-27,303625
New Mexico,,2021-01-28,314750
New Mexico,,2021-01-29,317800
New Mexico,,2021-01-30,317900
New Mexico,,2021-01-31,317900
New Mexico,,2021-02-01,317900
New Mexico,,2021-02-02,351050
New Mexico,,2021-02-03,356150
New Mexico,,2021-02-04,364775
New Mexico,,2021-02-05,364875
New Mexico,,2021-02-06,364875
New Mexico,,2021-02-07,364875
New Mexico,,2021-02-08,364875
New Mexico,,2021-02-09,405500
New Mexico,,2021-02-10,411350
New Mexico,,2021-02-11,428675
New Mexico,,2021-02-12,429950
New Mexico,,2021-02-13,429950
New Mexico,,2021-02-14,429950
New Mexico,,2021-02-16,448500
New Mexico,,2021-02-17,454350
New Mexico,,2021-02-18,454450
New Mexico,,2021-02-19,599575
New Mexico,,2021-02-20,605885
New Mexico,,2021-02-21,605885
New Mexico,,2021-02-22,605885
New Mexico,,2021-02-23,660415
New Mexico,,2021-02-24,680475
New Mexico,,2021-02-25,705015
New Mexico,,2021-02-26,736165
New Mexico,,2021-02-27,738705
New Mexico,,2021-02-28,738705
New Mexico,,2021-03-01,738705
New Mexico,,2021-03-02,800425
New Mexico,,2021-03-03,821845
New Mexico,,2021-03-04,862495
New Mexico,,2021-03-05,894645
New Mexico,,2021-03-06,901345
New Mexico,,2021-03-07,901345
New Mexico,,2021-03-08,901345
New Mexico,,2021-03-09,972065
New Mexico,,2021-03-10,988615
New Mexico,,2021-03-11,997385
New Mexico,,2021-03-12,1024955
New Mexico,,2021-03-13,1035005
New Mexico,,2021-03-14,1035005
New Mexico,,2021-03-15,1035005
New Mexico,,2021-03-16,1107735
New Mexico,,2021-03-17,1131335
New Mexico,,2021-03-18,1136375
New Mexico,,2021-03-19,1176105
New Mexico,,2021-03-20,1183825
New Mexico,,2021-03-21,1183825
New Mexico,,2021-03-22,1183825
New Mexico,,2021-03-23,1253435
New Mexico,,2021-03-24,1268025
New Mexico,,2021-03-25,1297585
New Mexico,,2021-03-26,1327385
New Mexico,,2021-03-27,1337435
New Mexico,,2021-03-28,1337435
New Mexico,,2021-03-29,1337435
New Mexico,,2021-03-30,1428785
New Mexico,,2021-03-31,1442775
New Mexico,,2021-04-01,1486525
New Mexico,,2021-04-02,1506255
New Mexico,,2021-04-03,1514445
New Mexico,,2021-04-04,1514445
New Mexico,,2021-04-05,1514445
New Mexico,,2021-04-06,1606235
New Mexico,,2021-04-07,1619115
New Mexico,,2021-04-08,1658365
New Mexico,,2021-04-09,1679965
New Mexico,,2021-04-10,1710565
New Mexico,,2021-04-11,1710565
New Mexico,,2021-04-12,1710565
New Mexico,,2021-04-13,1771705
New Mexico,,2021-04-14,1791315
New Mexico,,2021-04-15,1837785
New Mexico,,2021-04-16,1843685
New Mexico,,2021-04-17,1882565
New Mexico,,2021-04-18,1882565
New Mexico,,2021-04-19,1882565
New Mexico,,2021-04-20,1921825
New Mexico,,2021-04-21,1931405
New Mexico,,2021-04-22,1958235
New Mexico,,2021-04-23,1969105
New Mexico,,2021-04-24,1999255
New Mexico,,2021-04-25,1999255
New Mexico,,2021-04-26,1999255
New Mexico,,2021-04-27,2031135
New Mexico,,2021-04-28,2037745
New Mexico,,2021-04-29,2049565
New Mexico,,2021-04-30,2056105
New Mexico,,2021-05-01,2059345
New Mexico,,2021-05-02,2059345
New Mexico,,2021-05-03,2059345
New Mexico,,2021-05-04,2082125
New Mexico,,2021-05-05,2088935
New Mexico,,2021-05-06,2099475
New Mexico,,2021-05-07,2109155
New Mexico,,2021-05-08,2112295
New Mexico,,2021-05-09,2112295
New Mexico,,2021-05-10,2112295
New Mexico,,2021-05-11,2140875
New Mexico,,2021-05-12,2146765
New Mexico,,2021-05-13,2157365
New Mexico,,2021-05-14,2165115
New Mexico,,2021-05-15,2169015
New Mexico,,2021-05-16,2169015
New Mexico,,2021-05-17,2169015
New Mexico,,2021-05-18,2178715
New Mexico,,2021-05-19,2200355
New Mexico,,2021-05-20,2211905
New Mexico,,2021-05-21,2215315
New Mexico,,2021-05-22,2224285
New Mexico,,2021-05-23,2224285
New Mexico,,2021-05-24,2224285
New Mexico,,2021-05-25,2251815
New Mexico,,2021-05-26,2256915
New Mexico,,2021-05-27,2261775
New Mexico,,2021-05-28,2263625
New Mexico,,2021-05-29,2275605
New Mexico,,2021-05-30,2275605
New Mexico,,2021-06-01,2275605
New Mexico,,2021-06-02,2280285
New Mexico,,2021-06-03,2295965
New Mexico,,2021-06-04,2298465
New Mexico,,2021-06-05,2305985
New Mexico,,2021-06-06,2305985
New Mexico,,2021-06-07,2305985
New Mexico,,2021-06-08,2309805
New Mexico,,2021-06-09,2310005
New Mexico,,2021-06-10,2310105
New Mexico,,2021-06-11,2310925
New Mexico,,2021-06-12,2316955
New Mexico,,2021-06-13,2316955
New Mexico,,2021-06-14,2316955
New Mexico,,2021-06-15,2323815
New Mexico,,2021-06-16,2329355
New Mexico,,2021-06-17,2332335
New Mexico,,2021-06-18,2334725
New Mexico,,2021-06-19,2339245
New Mexico,,2021-06-20,2339245
New Mexico,,2021-06-21,2339245
New Mexico,,2021-06-22,2350215
New York State,,2021-01-12,1622100
New York State,,2021-01-13,1796850
New York State,,2021-01-14,1872625
New York State,,2021-01-15,1884325
New York State,,2021-01-19,1884325
New York State,,2021-01-20,2057875
New York State,,2021-01-21,2213975
New York State,,2021-01-22,2367075
New York State,,2021-01-23,2395950
New York State,,2021-01-24,2395950
New York State,,2021-01-25,2395950
New York State,,2021-01-26,2401900
New York State,,2021-01-27,2744450
New York State,,2021-01-28,2812625
New York State,,2021-01-29,2823575
New York State,,2021-01-30,2932775
New York State,,2021-01-31,2932775
New York State,,2021-02-01,2932775
New York State,,2021-02-02,2987075
New York State,,2021-02-03,3241250
New York State,,2021-02-04,3377325
New York State,,2021-02-05,3378300
New York State,,2021-02-06,3378300
New York State,,2021-02-07,3378300
New York State,,2021-02-08,3378300
New York State,,2021-02-09,3428000
New York State,,2021-02-10,3731300
New York State,,2021-02-11,3843300
New York State,,2021-02-12,3870175
New York State,,2021-02-13,3941225
New York State,,2021-02-14,3969050
New York State,,2021-02-16,3993825
New York State,,2021-02-17,4018450
New York State,,2021-02-18,4022525
New York State,,2021-02-19,4165325
New York State,,2021-02-20,4165325
New York State,,2021-02-21,4171175
New York State,,2021-02-22,4171175
New York State,,2021-02-23,4836200
New York State,,2021-02-24,5349415
New York State,,2021-02-25,5514665
New York State,,2021-02-26,5627205
New York State,,2021-02-27,5757205
New York State,,2021-02-28,5757205
New York State,,2021-03-01,5757205
New York State,,2021-03-02,5987175
New York State,,2021-03-03,6443525
New York State,,2021-03-04,6565865
New York State,,2021-03-05,6849315
New York State,,2021-03-06,7010045
New York State,,2021-03-07,7010045
New York State,,2021-03-08,7010045
New York State,,2021-03-09,7147625
New York State,,2021-03-10,7698785
New York State,,2021-03-11,7894985
New York State,,2021-03-12,8007325
New York State,,2021-03-13,8237955
New York State,,2021-03-14,8237955
New York State,,2021-03-15,8237955
New York State,,2021-03-16,8618515
New York State,,2021-03-17,8921845
New York State,,2021-03-18,9246035
New York State,,2021-03-19,9345475
New York State,,2021-03-20,9586045
New York State,,2021-03-21,9586045
New York State,,2021-03-22,9586045
New York State,,2021-03-23,9982845
New York State,,2021-03-24,10217925
New York State,,2021-03-25,10599425
New York State,,2021-03-26,10822735
New York State,,2021-03-27,11109835
New York State,,2021-03-28,11109835
New York State,,2021-03-29,11109835
New York State,,2021-03-30,11600475
New York State,,2021-03-31,11913695
New York State,,2021-04-01,12177725
New York State,,2021-04-02,12458595
New York State,,2021-04-03,12718855
New York State,,2021-04-04,12718855
New York State,,2021-04-05,12718855
New York State,,2021-04-06,13361745
New York State,,2021-04-07,13642425
New York State,,2021-04-08,13891405
New York State,,2021-04-09,14162005
New York State,,2021-04-10,14459595
New York State,,2021-04-11,14459595
New York State,,2021-04-12,14459595
New York State,,2021-04-13,14895945
New York State,,2021-04-14,15145335
New York State,,2021-04-15,15527805
New York State,,2021-04-16,15659135
New York State,,2021-04-17,16098245
New York State,,2021-04-18,16098245
New York State,,2021-04-19,16098245
New York State,,2021-04-20,16288865
New York State,,2021-04-21,16746585
New York State,,2021-04-22,16989215
New York State,,2021-04-23,17275725
New York State,,2021-04-24,17625975
New York State,,2021-04-25,17625975
New York State,,2021-04-26,17625975
New York State,,2021-04-27,17783255
New York State,,2021-04-28,18194675
New York State,,2021-04-29,18561285
New York State,,2021-04-30,18743625
New York State,,2021-05-01,19018995
New York State,,2021-05-02,19018995
New York State,,2021-05-03,19018995
New York State,,2021-05-04,19347575
New York State,,2021-05-05,19545765
New York State,,2021-05-06,19888915
New York State,,2021-05-07,20001845
New York State,,2021-05-08,20122975
New York State,,2021-05-09,20122975
New York State,,2021-05-10,20122975
New York State,,2021-05-11,20351075
New York State,,2021-05-12,20590825
New York State,,2021-05-13,20878375
New York State,,2021-05-14,21037975
New York State,,2021-05-15,21214265
New York State,,2021-05-16,21214365
New York State,,2021-05-17,21214365
New York State,,2021-05-18,21227485
New York State,,2021-05-19,21486425
New York State,,2021-05-20,21776965
New York State,,2021-05-21,21959275
New York State,,2021-05-22,22118775
New York State,,2021-05-23,22118775
New York State,,2021-05-24,22118775
New York State,,2021-05-25,22210785
New York State,,2021-05-26,22323405
New York State,,2021-05-27,22395305
New York State,,2021-05-28,22519715
New York State,,2021-05-29,22653175
New York State,,2021-05-30,22653075
New York State,,2021-06-01,22652975
New York State,,2021-06-02,22728725
New York State,,2021-06-03,22859045
New York State,,2021-06-04,22944965
New York State,,2021-06-05,23065285
New York State,,2021-06-06,23065285
New York State,,2021-06-07,23065285
New York State,,2021-06-08,23111655
New York State,,2021-06-09,23188055
New York State,,2021-06-10,23222835
New York State,,2021-06-11,23286145
New York State,,2021-06-12,23329865
New York State,,2021-06-13,23329865
New York State,,2021-06-14,23329865
New York State,,2021-06-15,23366565
New York State,,2021-06-16,23414745
New York State,,2021-06-17,23513645
New York State,,2021-06-18,23576255
New York State,,2021-06-19,23615385
New York State,,2021-06-20,23615385
New York State,,2021-06-21,23615385
New York State,,2021-06-22,23649685
North Carolina,,2021-01-12,836450
North Carolina,,2021-01-13,852000
North Carolina,,2021-01-14,969700
North Carolina,,2021-01-15,999650
North Carolina,,2021-01-19,999650
North Carolina,,2021-01-20,1118250
North Carolina,,2021-01-21,1157100
North Carolina,,2021-01-22,1192375
North Carolina,,2021-01-23,1246600
North Carolina,,2021-01-24,1246600
North Carolina,,2021-01-25,1246600
North Carolina,,2021-01-26,1250900
North Carolina,,2021-01-27,1397275
North Carolina,,2021-01-28,1399775
North Carolina,,2021-01-29,1400375
North Carolina,,2021-01-30,1423475
North Carolina,,2021-01-31,1423475
North Carolina,,2021-02-01,1423475
North Carolina,,2021-02-02,1490350
North Carolina,,2021-02-03,1643800
North Carolina,,2021-02-04,1715675
North Carolina,,2021-02-05,1718275
North Carolina,,2021-02-06,1718275
North Carolina,,2021-02-07,1718275
North Carolina,,2021-02-08,1718275
North Carolina,,2021-02-09,1722275
North Carolina,,2021-02-10,1831875
North Carolina,,2021-02-11,1938075
North Carolina,,2021-02-12,1985050
North Carolina,,2021-02-13,2047050
North Carolina,,2021-02-14,2067725
North Carolina,,2021-02-16,2074400
North Carolina,,2021-02-17,2075375
North Carolina,,2021-02-18,2119250
North Carolina,,2021-02-19,2293000
North Carolina,,2021-02-20,2363200
North Carolina,,2021-02-21,2363200
North Carolina,,2021-02-22,2363200
North Carolina,,2021-02-23,2591415
North Carolina,,2021-02-24,2770825
North Carolina,,2021-02-25,2809745
North Carolina,,2021-02-26,2906485
North Carolina,,2021-02-27,2985475
North Carolina,,2021-02-28,2985475
North Carolina,,2021-03-01,2985475
North Carolina,,2021-03-02,3028055
North Carolina,,2021-03-03,3278075
North Carolina,,2021-03-04,3301865
North Carolina,,2021-03-05,3529525
North Carolina,,2021-03-06,3624905
North Carolina,,2021-03-07,3624905
North Carolina,,2021-03-08,3624905
North Carolina,,2021-03-09,3719845
North Carolina,,2021-03-10,3960335
North Carolina,,2021-03-11,4121260
North Carolina,,2021-03-12,4132380
North Carolina,,2021-03-13,4267910
North Carolina,,2021-03-14,4267910
North Carolina,,2021-03-15,4267910
North Carolina,,2021-03-16,4339140
North Carolina,,2021-03-17,4596440
North Carolina,,2021-03-18,4708400
North Carolina,,2021-03-19,4765300
North Carolina,,2021-03-20,4932810
North Carolina,,2021-03-21,4932810
North Carolina,,2021-03-22,4932810
North Carolina,,2021-03-23,4977220
North Carolina,,2021-03-24,5239330
North Carolina,,2021-03-25,5321170
North Carolina,,2021-03-26,5455090
North Carolina,,2021-03-27,5680940
North Carolina,,2021-03-28,5680940
North Carolina,,2021-03-29,5680940
North Carolina,,2021-03-30,5775070
North Carolina,,2021-03-31,6053820
North Carolina,,2021-04-01,6244060
North Carolina,,2021-04-02,6520570
North Carolina,,2021-04-03,6564440
North Carolina,,2021-04-04,6564440
North Carolina,,2021-04-05,6564440
North Carolina,,2021-04-06,6611890
North Carolina,,2021-04-07,6978740
North Carolina,,2021-04-08,7170880
North Carolina,,2021-04-09,7283460
North Carolina,,2021-04-10,7482530
North Carolina,,2021-04-11,7482530
North Carolina,,2021-04-12,7482530
North Carolina,,2021-04-13,7539050
North Carolina,,2021-04-14,7783060
North Carolina,,2021-04-15,7895410
North Carolina,,2021-04-16,8002830
North Carolina,,2021-04-17,8309510
North Carolina,,2021-04-18,8309510
North Carolina,,2021-04-19,8309510
North Carolina,,2021-04-20,8375430
North Carolina,,2021-04-21,8654440
North Carolina,,2021-04-22,8696660
North Carolina,,2021-04-23,8941400
North Carolina,,2021-04-24,9241800
North Carolina,,2021-04-25,9241800
North Carolina,,2021-04-26,9241800
North Carolina,,2021-04-27,9420170
North Carolina,,2021-04-28,9462050
North Carolina,,2021-04-29,9580050
North Carolina,,2021-04-30,9698070
North Carolina,,2021-05-01,9907630
North Carolina,,2021-05-02,9907630
North Carolina,,2021-05-03,9907630
North Carolina,,2021-05-04,10101810
North Carolina,,2021-05-05,10109510
North Carolina,,2021-05-06,10218770
North Carolina,,2021-05-07,10275290
North Carolina,,2021-05-08,10441180
North Carolina,,2021-05-09,10441180
North Carolina,,2021-05-10,10441180
North Carolina,,2021-05-11,10498470
North Carolina,,2021-05-12,10527250
North Carolina,,2021-05-13,10615150
North Carolina,,2021-05-14,10687660
North Carolina,,2021-05-15,10876760
North Carolina,,2021-05-16,10876760
North Carolina,,2021-05-17,10876760
North Carolina,,2021-05-18,10886100
North Carolina,,2021-05-19,10908060
North Carolina,,2021-05-20,10964980
North Carolina,,2021-05-21,11004830
North Carolina,,2021-05-22,11092210
North Carolina,,2021-05-23,11092210
North Carolina,,2021-05-24,11092210
North Carolina,,2021-05-25,11105580
North Carolina,,2021-05-26,11112490
North Carolina,,2021-05-27,11151510
North Carolina,,2021-05-28,11252810
North Carolina,,2021-05-29,11347990
North Carolina,,2021-05-30,11347990
North Carolina,,2021-06-01,11347990
North Carolina,,2021-06-02,11350330
North Carolina,,2021-06-03,11381120
North Carolina,,2021-06-04,11401560
North Carolina,,2021-06-05,11456180
North Carolina,,2021-06-06,11456180
North Carolina,,2021-06-07,11456180
North Carolina,,2021-06-08,11462550
North Carolina,,2021-06-09,11464170
North Carolina,,2021-06-10,11477190
North Carolina,,2021-06-11,11485250
North Carolina,,2021-06-12,11516730
North Carolina,,2021-06-13,11516730
North Carolina,,2021-06-14,11516730
North Carolina,,2021-06-15,11521890
North Carolina,,2021-06-16,11532520
North Carolina,,2021-06-17,11553640
North Carolina,,2021-06-18,11566820
North Carolina,,2021-06-19,11594650
North Carolina,,2021-06-20,11594650
North Carolina,,2021-06-21,11594650
North Carolina,,2021-06-22,11596380
North Dakota,,2021-01-12,53525
North Dakota,,2021-01-13,66725
North Dakota,,2021-01-14,68675
North Dakota,,2021-01-15,68675
North Dakota,,2021-01-19,68675
North Dakota,,2021-01-20,78150
North Dakota,,2021-01-21,82850
North Dakota,,2021-01-22,86750
North Dakota,,2021-01-23,86750
North Dakota,,2021-01-24,86750
North Dakota,,2021-01-25,86750
North Dakota,,2021-01-26,86750
North Dakota,,2021-01-27,96425
North Dakota,,2021-01-28,105900
North Dakota,,2021-01-29,106875
North Dakota,,2021-01-30,108050
North Dakota,,2021-01-31,108050
North Dakota,,2021-02-01,108050
North Dakota,,2021-02-02,122050
North Dakota,,2021-02-03,122150
North Dakota,,2021-02-04,131625
North Dakota,,2021-02-05,131625
North Dakota,,2021-02-06,131625
North Dakota,,2021-02-07,131625
North Dakota,,2021-02-08,131625
North Dakota,,2021-02-09,143400
North Dakota,,2021-02-10,143400
North Dakota,,2021-02-11,155375
North Dakota,,2021-02-12,155375
North Dakota,,2021-02-13,155375
North Dakota,,2021-02-14,155375
North Dakota,,2021-02-16,162175
North Dakota,,2021-02-17,163150
North Dakota,,2021-02-18,163150
North Dakota,,2021-02-19,192100
North Dakota,,2021-02-20,198650
North Dakota,,2021-02-21,198650
North Dakota,,2021-02-22,198650
North Dakota,,2021-02-23,217480
North Dakota,,2021-02-24,233550
North Dakota,,2021-02-25,241100
North Dakota,,2021-02-26,245200
North Dakota,,2021-02-27,246570
North Dakota,,2021-02-28,246570
North Dakota,,2021-03-01,246570
North Dakota,,2021-03-02,266470
North Dakota,,2021-03-03,269610
North Dakota,,2021-03-04,289160
North Dakota,,2021-03-05,293900
North Dakota,,2021-03-06,299900
North Dakota,,2021-03-07,299900
North Dakota,,2021-03-08,299900
North Dakota,,2021-03-09,318530
North Dakota,,2021-03-10,321600
North Dakota,,2021-03-11,339590
North Dakota,,2021-03-12,343200
North Dakota,,2021-03-13,344370
North Dakota,,2021-03-14,344170
North Dakota,,2021-03-15,344170
North Dakota,,2021-03-16,362400
North Dakota,,2021-03-17,367000
North Dakota,,2021-03-18,385630
North Dakota,,2021-03-19,390610
North Dakota,,2021-03-20,390610
North Dakota,,2021-03-21,390610
North Dakota,,2021-03-22,390610
North Dakota,,2021-03-23,410240
North Dakota,,2021-03-24,412210
North Dakota,,2021-03-25,423440
North Dakota,,2021-03-26,437720
North Dakota,,2021-03-27,437720
North Dakota,,2021-03-28,437720
North Dakota,,2021-03-29,437720
North Dakota,,2021-03-30,463590
North Dakota,,2021-03-31,464690
North Dakota,,2021-04-01,478620
North Dakota,,2021-04-02,490330
North Dakota,,2021-04-03,490330
North Dakota,,2021-04-04,490330
